브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
커피가예쁘다,BALENASIXCOFFEECOMPANY,6,1,0,2,0,"131,668
(0.79)","3,376
(0.02)"
데일리오아시스,(주)에이치케이컴퍼니,6,3,0,1,0,"0
(0.00)","0
(0.00)"
파머스빈,(주)어반파머스,5,3,0,0,0,"0
(0.00)","0
(0.00)"
레이지모닝,레이지모닝,5,0,0,0,1,"418,408
(2.50)","5,230
(0.03)"
헤일리스커피,헤일리스커피,5,2,0,1,0,"100,122
(0.60)","6,675
(0.04)"
라센다 커피,(유)다빈,5,4,0,0,0,"0
(0.00)","0
(0.00)"
봉명동내커피,봉명동내커피,5,5,0,0,0,"0
(0.00)","0
(0.00)"
에이쓰리바우트커피,A3BOUTCOFFEE,5,0,0,0,0,"0
(0.00)","0
(0.00)"
일커피(iL COFFEE),일커피(주),5,1,0,1,0,"352,646
(2.11)","15,029
(0.09)"
카페판다,(주)카페판다,4,4,0,0,0,"0
(0.00)","0
(0.00)"
제퍼빈스(Zephyr Beans),(주)티엠홀딩스,4,0,0,1,0,"57,459
(0.34)","5,472
(0.03)"
티블랙(TEA BLACK),(주)강남사람들,4,1,0,0,0,"0
(0.00)","0
(0.00)"
아멜라떼,(주)커피집,4,0,0,0,0,"0
(0.00)","0
(0.00)"
빈타이(BEAN TIE),(유)빈타이컴퍼니,4,2,0,0,0,"0
(0.00)","0
(0.00)"
카페온화,(주)카페온화,4,3,0,0,0,"0
(0.00)","0
(0.00)"
애니데이,애니데이,4,0,1,0,1,"0
(0.00)","0
(0.00)"
카페다빈치,(주)다빈치,4,0,1,0,0,"144,411
(0.86)","185
(0.00)"
곰미커피,곰미커피,4,2,0,2,0,"0
(0.00)","0
(0.00)"
부바스,서컴퍼니,4,0,2,0,0,"0
(0.00)","0
(0.00)"
글로리아진스커피,(주)글로리아진스커피코리아,4,0,0,2,0,"0
(0.00)","0
(0.00)"
카페까마르도,(주)파인피엠아이,4,0,0,0,0,"0
(0.00)","0
(0.00)"
카카듀,(주)우드앤우즈,4,0,0,0,0,"0
(0.00)","0
(0.00)"
DELIGHT6(딜라잇식스),(주)딜라잇코리아,4,0,0,0,0,"0
(0.00)","0
(0.00)"
아필코(APILCO),에이피씨(주),4,2,0,0,0,"472,542
(2.83)","6,287
(0.04)"
핸즈업,(주)나우나우,4,2,0,0,0,"0
(0.00)","0
(0.00)"
소진담,(주)소진담컬쳐,4,3,0,2,0,"0
(0.00)","0
(0.00)"
드립앤더치,연두커피인터내셔날(주),4,1,0,2,0,"0
(0.00)","0
(0.00)"
하와이코나사자커피,(주)푸디아,3,0,1,0,0,"0
(0.00)","0
(0.00)"
고바슨,(주)고바슨,3,2,0,0,0,"0
(0.00)","0
(0.00)"
커피셀러,커피셀러,3,3,0,0,0,"0
(0.00)","0
(0.00)"
커피볶는집,(주)커피볶는집,3,1,0,0,0,"114,558
(0.69)","1,287
(0.01)"
텐퍼센트스페셜티커피,(주)무진,3,3,0,0,1,"0
(0.00)","0
(0.00)"
카페브라우니30(CAFE BROWNY30),(주)브라우니30,3,0,0,0,1,"175,784
(1.05)","10,361
(0.06)"
더츠커피,(주)더츠굿,3,0,0,0,0,"0
(0.00)","0
(0.00)"
라붐커피(LABOOM COFFEE),(주)라붐팩토리,3,0,0,0,0,"0
(0.00)","0
(0.00)"
미남커피(MINAM COFFEE),미남커피로데오점,3,3,0,0,0,"0
(0.00)","0
(0.00)"
핵커피,(주)핵가족,3,0,0,1,0,"0
(0.00)","0
(0.00)"
카페드림,(주)더드림홀딩스,3,0,1,0,0,"0
(0.00)","0
(0.00)"
카페천국,카페천국,2,2,0,0,0,"0
(0.00)","0
(0.00)"
세가프레도,(주)티앤피아이코리아,2,0,0,1,0,"0
(0.00)","0
(0.00)"
켄커피,켄커피(본점),2,2,0,0,0,"0
(0.00)","0
(0.00)"
코나헤이븐(KONA HAVEN),(주)코나헤이븐코리아,2,0,0,0,0,"0
(0.00)","0
(0.00)"
잇.(EAT),(주)이에이티,2,0,0,1,0,"0
(0.00)","0
(0.00)"
아비아채,(주)만파식적,2,2,0,0,0,"0
(0.00)","0
(0.00)"
카페데베르,(주)카페데베르,2,0,1,0,0,"0
(0.00)","0
(0.00)"
씨이십칠(C27),(주)디앤지에프씨,2,0,0,0,0,"0
(0.00)","0
(0.00)"
힐링초이스,(주)릴렉스코리아,2,0,0,0,0,"0
(0.00)","0
(0.00)"
앤더스커피(anduscoffee),(주)에스엠홀딩스,2,0,0,0,0,"0
(0.00)","0
(0.00)"
웨일즈커피(WHALES COFFEE),(주)카페홀릭,2,1,0,0,0,"0
(0.00)","0
(0.00)"
카페인버스,인버스에프앤비(주),2,0,1,1,0,"0
(0.00)","0
(0.00)"
카페보스(CAFE BOSS),(주)카페보스,2,0,0,0,0,"0
(0.00)","0
(0.00)"
루프트커피(LUFT COFFEE),(주)루프트,2,2,0,0,0,"0
(0.00)","0
(0.00)"
커피펍스,(주)도남에프앤에프,2,0,0,1,0,"49,344
(0.30)","1,073
(0.01)"
나인어클락커피,(주)나인어클락,2,0,4,0,0,"227,277
(1.36)","4,732
(0.03)"
카페아슬란,(주)아슬란,2,0,0,0,0,"0
(0.00)","0
(0.00)"
코페아커피,(주)위너에프앤비,2,0,1,0,0,"0
(0.00)","0
(0.00)"
generus coffee(제너러스커피),(주)제너러스커피,2,2,0,0,0,"0
(0.00)","0
(0.00)"
플레어비,(주)플레어비,2,2,0,0,0,"0
(0.00)","0
(0.00)"
