브랜드,상호,창업비용
쥬스스타,선우프로듀스(주),"54,074
(0.53)"
킹콩쥬스엔커피,(주)킹콩쥬스엔커피,"53,920
(0.53)"
블랙슈가,(주)코리아케이푸드,"49,500
(0.48)"
황칠가 카페,(주)에이치에스피라이프,"44,820
(0.44)"
타이완슈가,(주)에이치비흥보,"42,600
(0.42)"
카페그리닝,지알엔푸드,"40,500
(0.40)"
평균,-,"92,706
(1.00)"
링코(RINKO),(주)드링코코리아,"511,000
(5.51)"
산주막,산,"379,550
(4.09)"
포차플레잉,(주)동행,"350,300
(3.78)"
술이야바이바이브(술이야 by vibe),(주)엠에프케이에프앤비,"271,931
(2.93)"
준코노래타운,(주)준코,"247,500
(2.67)"
엔츠노래타운,(주)엔츠,"240,900
(2.60)"
룸비,(주)수봉에프에스,"227,200
(2.45)"
꾼노리,(주)빅토리어스,"219,950
(2.37)"
청담이상,(주)리코플레이트,"219,450
(2.37)"
크래프트랩 마이비어(craft lab my beer),트루프렌드,"214,952
(2.32)"
임창정의 소주한잔,칠삼비브라더스(주),"213,810
(2.31)"
와바,(주)인토외식산업,"212,693
(2.29)"
모로미,(주)여유와즐거움,"211,800
(2.28)"
잔들리아,(주)한잔,"206,800
(2.23)"
엔틱정,(주)위하여,"204,100
(2.20)"
트레비어,(주)트레비브로이,"197,800
(2.13)"
겜블하우스(GAMBLE HOUSE),(주)더블에스그룹,"196,600
(2.12)"
옥토버훼스트(oktoberfest),마이크로브루어리코리아(주),"196,580
(2.12)"
탐라포차,(주)대세에프엔비,"194,431
(2.10)"
지구상사,(주)팀어반,"189,000
(2.04)"
아트몬스터,(주)박앤코파트너스,"187,100
(2.02)"
젠틀래빗,(주)플랜에이컴퍼니,"180,900
(1.95)"
잔잔,(주)바론에프엔씨,"179,200
(1.93)"
시장을 여는 사람들,시장을여는사람들,"172,000
(1.86)"
세월촌,세월촌,"166,700
(1.80)"
인쌩맥주(the Lifebeer),(주)위벨롭먼트,"162,500
(1.75)"
코&타베,(주)비피알,"160,600
(1.73)"
와인주막차차,(주)차차,"159,220
(1.72)"
김작가의 이중생활,(주)별동부대,"158,494
(1.71)"
오늘술집주다방,타베코리아,"157,204
(1.70)"
1970 새마을포차,(주)위너스에프앤디,"151,500
(1.63)"
롱타임노씨,(주)엘티피에프앤씨,"151,300
(1.63)"
미술관,(주)디딤,"150,500
(1.62)"
코키펍(COCKY-PUB),(주)엘브라더스,"147,500
(1.59)"
켈틱타이거,켈틱타이거(CELTICTIGER),"147,200
(1.59)"
널기다리고있어,(주)길품에프엔비,"145,450
(1.57)"
포차썸데이,(주)티에스에프엔씨,"144,100
(1.55)"
전포여관,(주)팀어반,"142,800
(1.54)"
느린마을양조장&펍,(주)배상면주가,"141,050
(1.52)"
갈매기브루잉,갈매기브루잉(주),"138,800
(1.50)"
"오늘,와인한잔",(주)오늘와인,"137,270
(1.48)"
구름공방,(주)인토외식산업,"136,083
(1.47)"
세븐펍,(주)트리플세븐,"135,700
(1.46)"
비어바나(BEERVANA),(주)비어바나,"135,300
(1.46)"
회장님댁,회장님댁,"134,475
(1.45)"
잭팟플레이스,(주)에이치케이엔스포츠홀덤,"134,200
(1.45)"
맥주바켓(맥주Barket),(주)인토외식산업,"133,260
(1.44)"
소굴,삼정프랜차이즈,"133,100
(1.44)"
와인싸롱뱅뱅,(주)삼조에스피피,"130,600
(1.41)"
700beer,칠공공비어(주),"129,514
(1.40)"
KMGM HOLD’EM & EVENT PUB(케이엠지엠홀드이엠앤이벤트펍),(주)케이엠지엠,"129,500
(1.40)"
불땡국수주점,(주)불땡푸드,"126,395
(1.36)"
필스너하우스(PILSNER HOUSE),(주)엔디홀딩스,"125,400
(1.35)"
막이오름,(주)더본코리아,"125,260
(1.35)"
랜돌프,(주)보틀컴퍼니,"125,000
(1.35)"
레드문,(주)디딤,"120,620
(1.30)"
가락동 리어카포차,(주)미라크,"120,150
(1.30)"
훈민정음 한식주점,(주)루덴스,"119,218
(1.29)"
남오토코,(주)더남,"118,800
(1.28)"
가르텐호프앤레스트,(주)비어프랜드,"118,755
(1.28)"
맥주민족,(주)엘에이치지,"118,600
(1.28)"
미스터포차,(주)훌랄라,"118,600
(1.28)"
편의점포차핫셰프,(주)비즈플랜비,"117,400
(1.27)"
민혁이네외국포차,(주)맛있게즐기고,"116,050
(1.25)"
대칠성포차,(주)엔에이치에프,"112,450
(1.21)"
희미한옛사랑의그림자,희미한옛사랑의그림자,"112,000
(1.21)"
강남최부자집,(주)위너스에프앤디,"111,600
(1.20)"
팔팔호프,(유)팔팔에프앤비,"108,800
(1.17)"
코리아타운,(주)강경푸드,"108,600
(1.17)"
사거리식당,코리안브라더,"108,400
(1.17)"
동시상영,(주)제이와이피,"108,400
(1.17)"
토리고야,토리고야패밀리(주),"107,800
(1.16)"
비어첸,(주)케이더블유프랜차이즈,"107,600
(1.16)"
피쉬앤그릴&치르치르,리치푸드(주),"106,434
(1.15)"
육회이야기,(주)쿠킹가이즈,"106,080
(1.14)"
동백연가,강호에프엔씨,"105,500
(1.14)"
국제내쇼날,(주)올웨이즈에프앤비,"105,400
(1.14)"
치어스,(주)치어스,"104,542
(1.13)"
맥주의 전설,(주)맥주의전설,"104,300
(1.13)"
동래별장,토리고야패밀리(주),"104,100
(1.12)"
비어팩토리,(주)에스와이네트웍스,"104,000
(1.12)"
90년생 언니네 맥주,(주)미트더석세스,"103,860
(1.12)"
피쉬앤그릴too,리치푸드(주),"103,852
(1.12)"
청불,(주)만만연구소,"103,475
(1.12)"
전포로 미팅룸,(주)만만연구소,"102,980
(1.11)"
만만코코로,(주)만만연구소,"101,550
(1.10)"
할멍집,(주)길품에프엔비,"100,900
(1.09)"
짱큰대구대가리,짱큰FNC,"100,670
(1.09)"
얼맥당,(주)얼맥당,"100,350
(1.08)"
추억만들기2020,프랜차이즈그룹,"100,000
(1.08)"
코젤다크하우스(KOZELDARKHAUS),(주)케이디코리아,"99,700
(1.08)"
용진집,용진집프랜차이즈,"99,600
(1.07)"
서요,수풀림컴퍼니,"99,000
(1.07)"
단골손님,(주)선후,"99,000
(1.07)"
더한잔,맘에드는F&B,"98,450
(1.06)"
경성주막1929,피에스피에프앤디(주),"98,150
(1.06)"
식감이야기,식감이야기석남점,"97,600
(1.05)"
장미맨숀,(유)장미에프앤씨,"96,900
(1.05)"
미식클럽 1981,(주)미식컴퍼니,"96,800
(1.04)"
달빛한모금,(주)달빛가족,"96,160
(1.04)"
하루비어,(주)포앤디코리아,"95,920
(1.03)"
이분생,(주)이분생,"95,800
(1.03)"
이태리양조장,보고싶다(주),"95,280
(1.03)"
부엉이빌라,(주)이든에프엔씨,"94,950
(1.02)"
브롱스(BRONX),(주)와이에프엔씨,"94,700
(1.02)"
미씽유,보고싶다(주),"93,850
(1.01)"
대한식당,(주)라산그룹,"93,500
(1.01)"
포차스미스,(주)케이케이에프앤비(KKF&B),"93,500
(1.01)"
브루웍스,(주)캔즈코리아,"93,190
(1.01)"
동백맥주,(주)위너스에프앤디,"92,900
(1.00)"
CGB대한맥주,(주)모두에프엔씨,"92,750
(1.00)"
오호리준,오호리준,"92,300
(1.00)"
남쑨이포차,남쑨이포차,"92,000
(0.99)"
삼구포차,(주)다존,"91,750
(0.99)"
대국민야시장,(주)프로파트너,"91,750
(0.99)"
삼구포차,㈜존앤펭귄,"91,750
(0.99)"
공룡슈퍼,(주)더조은컴퍼니,"91,100
(0.98)"
로얄자카르타,(주)청욱,"90,550
(0.98)"
비턴,(주)비원에프앤씨,"90,550
(0.98)"
제이에이치 곰포차,제이에이치푸드,"90,000
(0.97)"
무지개맥주,(주)시선프랜차이즈,"89,650
(0.97)"
별주막,(주)별네트웍스,"89,450
(0.96)"
통파이브,(주)이루에프씨,"89,310
(0.96)"
헬로사이판,미코에프씨(주),"89,100
(0.96)"
1974 종로호랑이 맥주,(주)종로호랑이에프앤디,"88,900
(0.96)"
린생사진관,(주)에스앤디코퍼레이션,"88,800
(0.96)"
짚동가리쌩주,리치푸드(주),"88,149
(0.95)"
"오늘,맥주한잔",(주)오늘연구소,"87,800
(0.95)"
도쿄술집,(주)가업에프씨,"87,500
(0.94)"
골목,덕천골목,"87,450
(0.94)"
부라보맥주,부라보F&B,"87,250
(0.94)"
리얼펍,(주)알피,"86,590
(0.93)"
사이야,(주)사람과사람,"85,880
(0.93)"
뉴욕야시장,리치푸드(주),"85,840
(0.93)"
이찌방이야기,(주)이찌방이야기,"85,250
(0.92)"
온더문포차,(주)다온코퍼레이션,"85,000
(0.92)"
주식회사포차천국,(주)미트더석세스,"84,940
(0.92)"
샵도쿄시장,(주)샤프한사람들,"84,600
(0.91)"
스타비어 (STAR BEER),트위스트비어,"84,400
(0.91)"
탄광맥주,(주)올바른에프앤비,"84,170
(0.91)"
크래프트한스(Craft Han's),(주)크래프트한스,"83,850
(0.90)"
일백집 서울포장마차,(주)길품에프엔비,"82,000
(0.88)"
설맥(SEOL MAC),(주)바이한,"81,700
(0.88)"
짝태시대,케이제이에프엔씨,"81,560
(0.88)"
포차고고(포차어게인),(주)가업에프씨,"80,500
(0.87)"
여우주막,(주)피에프에스,"80,300
(0.87)"
쿠로배트맨,(주)에스에이치,"79,910
(0.86)"
동경야시장,(주)다이닝팩토리,"79,560
(0.86)"
레드락,(주)제이스타임,"79,420
(0.86)"
짠앤짠스,(주)제이스타임,"78,870
(0.85)"
백스비어,(주)더본코리아,"78,080
(0.84)"
에이펙스(APEX),(주)에이펙스에프앤비,"77,790
(0.84)"
썸타는치킨찜닭떡볶이포차,썸타는치킨찜닭떡볶이포차,"77,450
(0.84)"
원투쓰리포차,(주)한배에프씨,"76,800
(0.83)"
밀회관,(주)트렌차이즈,"76,736
(0.83)"
역전총각맥주,미키코리아,"76,450
(0.82)"
맥탐정 홉스301,(주)올머스트,"76,250
(0.82)"
군선생,(주)군선생,"76,220
(0.82)"
퍼스트비어,퍼스트프랜차이즈,"76,040
(0.82)"
치쌩피쌩,퍼스트프랜차이즈,"76,040
(0.82)"
엘리팝,(주)에쓰와이프랜차이즈,"74,930
(0.81)"
아무술집,(주)대건에프앤비,"74,800
(0.81)"
쓰리몽키즈,(주)세마리원숭이,"74,720
(0.81)"
금별맥주,금별맥주,"74,600
(0.80)"
역전할머니맥주1982,(주)역전에프앤씨,"73,860
(0.80)"
알바트로스,세음에프앤비,"73,600
(0.79)"
3883 팔도실비집,삼정코리아,"73,400
(0.79)"
미친가리비,미친가리비,"73,290
(0.79)"
안춘배씨,(주)용형,"73,150
(0.79)"
구노포차,(주)디디프랜즈,"73,050
(0.79)"
김봉남포장마차,(주)봉남푸드,"72,950
(0.79)"
부타(BUTA)웅,콜리,"72,400
(0.78)"
비투비(BEER 2 BEER),(주)다모아에프앤비,"71,300
(0.77)"
맥주공장,맥공서신점,"71,190
(0.77)"
맥주활력수,(주)모건파트너스,"69,900
(0.75)"
맨하탄슈퍼(MANHATTAN SUPERMARKET),(주)엘브라더스,"69,850
(0.75)"
청춘싸롱,(주)리치메이커,"69,850
(0.75)"
디오니스,세음에프앤비,"69,750
(0.75)"
쉼표맥주,쉼표맥주(직영점),"69,600
(0.75)"
79대포,(주)더벗,"69,320
(0.75)"
생활맥주,(주)데일리비어,"69,100
(0.75)"
청춘여행,(주)캔즈코리아,"69,100
(0.75)"
사쿠라테이엔,사쿠라테이엔,"69,100
(0.75)"
압구정 봉구비어,(주)용감한사람들,"68,100
(0.73)"
청춘연가,(주)에쓰와이프랜차이즈,"67,890
(0.73)"
망고비어,(주)남천에프앤비,"67,700
(0.73)"
포차왕안춘배,(주)용형,"67,650
(0.73)"
최군맥주,(주)빅브라더,"67,650
(0.73)"
탁봉순새우양계장,탁봉순새우양계장,"67,300
(0.73)"
빨간맛집,빨간맛집,"67,100
(0.72)"
용구비어,(주)와이비운용사업부,"66,990
(0.72)"
용구비어,(주)와이비운용사업부,"66,990
(0.72)"
홍스포차,홍스푸드,"66,982
(0.72)"
개집비어,(주)개집비어,"66,900
(0.72)"
촌댁맥주,(주)촌댁,"66,800
(0.72)"
샘물맥주,(유)샘물에프앤비,"66,100
(0.71)"
2도맥주 (2°C BEER),(주)이도코리아,"66,000
(0.71)"
전씨술방,(주)빅브라더,"65,800
(0.71)"
"포텐4,10",에프앤씨매니지먼트,"64,700
(0.70)"
노가리슈퍼,(주)대진에프앤비,"64,370
(0.69)"
순돌이네연탄집,순돌이네연탄집,"64,350
(0.69)"
심야식당 치치,(주)한경기획,"64,330
(0.69)"
강대포식당,제이에스푸드(JS푸드),"63,800
(0.69)"
포차35구역,미코에프씨(주),"63,800
(0.69)"
1도씨맥주(1℃ 맥주),(주)우리듬,"62,700
(0.68)"
위더펍우리는더블치킨,(주)신흥푸드바이오,"62,700
(0.68)"
비어웍스,비어웍스,"62,500
(0.67)"
금복주류,피에스피에프앤디(주),"62,500
(0.67)"
크라운호프보리장인,피에스피에프앤디(주),"62,500
(0.67)"
하드투포겟 위드 이태원포장마차,(주)하드투포겟공간,"61,850
(0.67)"
맥주기업,더원코리아,"61,500
(0.66)"
오춘자비어,(주)춘자외식,"61,330
(0.66)"
"쉼, 어묵 그리고 한잔 술",(주)비엔피컴퍼니,"61,300
(0.66)"
술바다,DCT컴퍼니,"61,180
(0.66)"
한남동그집,이심전심(주),"61,000
(0.66)"
별난아재맥주,농업회사법인(주)별난사람들,"60,700
(0.65)"
달빛맥주,(주)제이에스인터푸드,"60,300
(0.65)"
똥꼬,(주)맑음푸드,"59,972
(0.65)"
우아한 혼술식당,(주)혼술식당,"59,970
(0.65)"
와사비,(주)모두가족,"59,750
(0.64)"
만복국수집,(주)은혜푸드,"59,300
(0.64)"
토대력,(주)이원,"59,080
(0.64)"
노가리까는언니,(주)더신선,"58,200
(0.63)"
두꺼비로멘스,(주)오성푸드,"58,190
(0.63)"
오사카부루스,(주)오성푸드,"58,190
(0.63)"
작업반장,(주)비어프랜드,"58,176
(0.63)"
김양비어,(주)모두가족,"56,900
(0.61)"
전주포민호맥,(주)호맥생활,"56,450
(0.61)"
주민상회,(주)시선프랜차이즈,"56,100
(0.61)"
브로스비어,(주)엔에이치에프,"55,910
(0.60)"
꼬지사께,(주)에쓰와이프랜차이즈,"55,890
(0.60)"
1988아리랑맥주,(주)1988아리랑,"55,550
(0.60)"
오비베어(OB BEAR),(주)코리아엔에스,"55,550
(0.60)"
남빙고생맥주,(주)빙고푸드,"55,160
(0.59)"
비어사케,케이에스에이치(KSH)푸드,"53,700
(0.58)"
타코락,타코락컴퍼니,"53,700
(0.58)"
새우락,새우락,"53,400
(0.58)"
무한사케무사,미코에프씨(주),"53,350
(0.58)"
11010 흥 닭발,11010닭발,"53,200
(0.57)"
짝태시대,짝태시대,"52,700
(0.57)"
땡초우동,(주)다온에프앤에스,"52,600
(0.57)"
재벌술상,(주)길품에프엔비,"52,500
(0.57)"
따다 (ddada),제이.에스(J.S)컴퍼니,"52,050
(0.56)"
옥탑방오봉자싸롱,(주)봉자체인본부,"51,997
(0.56)"
구어보소 비어,디케이유통,"51,940
(0.56)"
오땅비어,(주)트렌차이즈,"51,260
(0.55)"
달려라 봉쥬비어,(주)더불어함께하는세상,"51,150
(0.55)"
김복남맥주,(유)맛쎈푸드,"50,950
(0.55)"
88노가리,(주)88노가리,"50,400
(0.54)"
꼴목,좋은나무,"50,050
(0.54)"
검정고무신,제이에이치푸드,"49,500
(0.53)"
브라더오뎅,프랜차이즈창업연구소올프랜즈,"49,200
(0.53)"
모던잡방,모던잡방,"48,620
(0.52)"
한냥노가리,한냥노가리본사,"48,400
(0.52)"
붐비어,붐비어,"48,400
(0.52)"
서래맥주집,(주)서래스터,"48,100
(0.52)"
철수를차버린영희Beer,(주)와이에이치홀딩스,"48,080
(0.52)"
사나포차,(주)한국창업경제연구소,"47,960
(0.52)"
소로야,(주)사람과사람,"47,770
(0.52)"
꼬꼬싸롱,(주)디데이홀딩스,"47,300
(0.51)"
왕빈자전통주막,(주)왕부라더스,"47,100
(0.51)"
마포곱창,(주)마시명가,"47,000
(0.51)"
봉이동동,(주)자연애몸,"46,261
(0.50)"
오말짜비어,(주)엠제이인터내셔널,"46,200
(0.50)"
투다리,(주)이원,"45,330
(0.49)"
청춘문방구,청춘에프앤비(F&B),"44,800
(0.48)"
먹태,엠엔엠에프씨(M&MFC),"44,358
(0.48)"
아벡 데 프리츠,아벡데프리츠,"44,350
(0.48)"
소소한일상의별난주점,(주)야미,"43,800
(0.47)"
시장통,(주)수에프씨,"42,800
(0.46)"
짱구야학교가자,(주)아지트메이커,"41,800
(0.45)"
수맥집,㈜와이케이코리아,"41,000
(0.44)"
폼프리츠,폼프리츠,"40,050
(0.43)"
달빛경성술집,(주)제이에프앤디,"39,700
(0.43)"
상구비어,(주)상구패밀리,"37,850
(0.41)"
사랑관,사랑컴퍼니,"37,080
(0.40)"
자갈치브라더스,(주)자갈치브라더스,"36,300
(0.39)"
혼술식당,혼술식당,"35,450
(0.38)"
짝태패밀리,(주)오경,"35,000
(0.38)"
펀앤조이오뎅사께,(주)에스씨에프,"33,880
(0.37)"
이주사목로청,(주)에스씨에프,"33,880
(0.37)"
짝태&노가리,(주)피엘오하모니,"33,700
(0.36)"
인생건어물,(주)승기,"33,550
(0.36)"
간이역,주인프래너스(주),"33,280
(0.36)"
간이역,주인프래너스(주),"33,280
(0.36)"
강구항 돗대골뱅이,(주)더동쪽바다가는길,"32,000
(0.35)"
변사또,엔에프시디사일오,"31,470
(0.34)"
까투리,(주)까투리,"26,275
(0.28)"
취중다마,상생,"26,100
(0.28)"
투사랑,오엔푸드,"25,450
(0.27)"
투모아,(주)투모아,"23,700
(0.26)"
제주밤바다,(주)피피에스라온,"18,500
(0.20)"
단골손님,(주)단골손님,"13,000
(0.14)"
쿨럭(coolluck),(주)제이에스인터푸드,"11,900
(0.13)"
제일회관,(주)바론에프엔씨,"11,000
(0.12)"
